"id","category_id/id","category_code","condition_select","condition_python","cuenta_especie/id","code","amount_python_compute","note","fondo_ahorro_aux","forma_pago","amount_fix","account_tax_id/id","integrar_al_ingreso","integrar_ptu","integrar_estatal","condition_range","variable_imss_monto","name","tipo_cotro_pago/id","parte_exenta/id","parte_gravada/id","exencion","variable_imss","amount_percentage","amount_percentage_base","sequence","variable_imss_tipo","tipo_cdeduccion/id","amount_select","tipo_cpercepcion/id"
"__export__.hr_salary_rule_372_05b6bc3c","hr_payroll.ALW","ALW","Expresión python","if inputs.P002:
   result = 1
else:
   result = 0","","P002","result = inputs.P002.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Días adicionales","","","","False","False","0.0","","105","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_131_246ebffd","hr_payroll.ALW","ALW","Expresión python","if worked_days.HEX2:
   result = 1>0
else:
   result = 0>1","","HEX2","result =  PE003 + PG003","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Horas extras dobles","","__export__.hr_salary_rule_300_10e13f2f","__export__.hr_salary_rule_298_a1ef148b","True","False","0.0","","112","Todo el monto","","Código Python","catalogo.percepciones14"
"__export__.hr_salary_rule_83_1a3f51f8","hr_payroll.ALW","ALW","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","P004","result =  PE004 + PG004","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Aguinaldo","","__export__.hr_salary_rule_219_73008d2c","__export__.hr_salary_rule_218_425e2a23","True","False","0.0","","117","Todo el monto","","Código Python","catalogo.percepciones02"
"__export__.hr_salary_rule_183_0e63481e","hr_payroll.ALW","ALW","Expresión python","if worked_days.AGUI:
   result = 1
else:
   result = 0","","P004","result =  PE004 + PG004","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Aguinaldo liquidacion","","__export__.hr_salary_rule_182_8ebcd470","__export__.hr_salary_rule_626","True","False","0.0","","117","Todo el monto","","Código Python","catalogo.percepciones02"
"__export__.hr_salary_rule_373_705a4fee","hr_payroll.ALW","ALW","Expresión python","if inputs.P008:
   result = 1
else:
   result = 0","","P008","result = inputs.P008.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Devolución descuento","","","","False","False","0.0","","125","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_10","hr_payroll.ALW","ALW","Siempre Verdadero","if worked_days.VAC:
   result = 1 > 0
else:
   result = 0 > 1","","P009","total = 0
dias_vacaciones = 0

if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)

if line:
   result = P001 * line.vacaciones / 365
else:
   result = 0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Vacaciones","","","","False","False","0.0","","130","Todo el monto","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_90_12f632dc","hr_payroll.ALW","ALW","Expresión python","if worked_days.VAC:
   result = 1
else:
   result = 0","","P009","dias_laborados = 0

if worked_days.VAC:
   dias_laborados = worked_days.VAC.number_of_days

result = contract.sueldo_diario*dias_laborados","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Vacaciones liquidación","","","","False","False","0.0","","131","Todo el monto","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_19","hr_payroll.ALW","ALW","Expresión python","if worked_days.VAC  and contract.tipo_prima_vacacional == '02' and not payslip.nom_liquidacion:
   result = 1
else:
   result = 0","","P010","result = PG010 + PE010","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prima vacacional","","__export__.hr_salary_rule_192_2bff710f","__export__.hr_salary_rule_193_3f9725ab","True","False","25.0","103","137","Todo el monto","","Código Python","catalogo.percepciones16"
"__export__.hr_salary_rule_91_a7667348","hr_payroll.ALW","ALW","Expresión python","if worked_days.PVC:
   result = 1
else:
   result = 0","","P010","result = PG010 + PE010","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prima vacacional liquidación","","__export__.hr_salary_rule_624","__export__.hr_salary_rule_625","True","False","25.0","103","137","Todo el monto","","Código Python","catalogo.percepciones16"
"__export__.hr_salary_rule_133_e4e4cdb2","hr_payroll.ALW","ALW","Expresión python","if worked_days.PVC:
   result = 1
else:
   result = 0","","P010","result = PG010 + PE010","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prima vacacional completo","","__export__.hr_salary_rule_194_d2ea3bcc","__export__.hr_salary_rule_195_fafa384e","True","False","25.0","103","137","Todo el monto","","Código Python","catalogo.percepciones16"
"__export__.hr_salary_rule_20","hr_payroll.ALW","ALW","Expresión python","if inputs.PTU:
   result = 1
else:
   result = 0","","P011","result = PG011 + PE011","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Reparto de utilidades","","","","True","False","0.0","","142","Todo el monto","","Código Python","catalogo.percepciones03"
"__export__.hr_salary_rule_16","hr_payroll.ALW","ALW","Expresión python","if inputs.P013:
   result = 1
else:
   result = 0","","P013","result = inputs.P013.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Gratificación","","","","False","False","0.0","","145","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_32","hr_payroll.ALW","ALW","Expresión python","if contract.bono_asistencia:
   result = 1
else:
   result =  0","","P015","result = P001 * contract.bono_asistencia_amount/100","","False","Efectivo","60.0","","","False","False","contract.wage","0.0","Premio por asistencia","","","","False","False","0.0","","150","Todo el monto","","Código Python","catalogo.percepciones40"
"__export__.hr_salary_rule_33","hr_payroll.ALW","ALW","Expresión python","if contract.bono_puntualidad:
   result = 1
else:
   result =  0","","P016","result = P001 * 0.10","","False","Efectivo","140.0","","","False","False","contract.wage","0.0","Premio de puntualidad","","","","False","False","0.0","","150","Todo el monto","","Código Python","catalogo.percepciones08"
"__export__.hr_salary_rule_376_9f0b8438","hr_payroll.ALW","ALW","Expresión python","if inputs.P017:
   result = 1
else:
   result = 0","","P017","result = inputs.P017.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Diferencia de sueldo","","","","False","False","0.0","","160","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_31","hr_payroll.ALW","ALW","Expresión python","if worked_days.PDM or worked_days.P019:
   result = 1
else:
   result = 0","","P019","result = PE019 + PG019","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prima dominical","","__export__.hr_salary_rule_190_bc0b85aa","__export__.hr_salary_rule_191_e9d15494","True","False","0.0","","167","Todo el monto","","Código Python","catalogo.percepciones15"
"__export__.hr_salary_rule_377_65184cab","hr_payroll.ALW","ALW","Expresión python","if inputs.P020:
   result = 1
else:
   result = 0","","P020","result = inputs.P020.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Dev. incentivo punt. o asist.","","","","False","False","0.0","","170","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_199_dad2f71a","hr_payroll.ALW","ALW","Expresión python","if worked_days.DFES or worked_days.DFES_3:
   result = 1
else:
   result = 0","","P022","result =  P022E + P022G","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Descanso-Festivo laborado","","__export__.hr_salary_rule_411_94565970","__export__.hr_salary_rule_412_d86f119e","True","False","0.0","","177","Todo el monto","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_378_cb65429a","hr_payroll.ALW","ALW","Expresión python","if inputs.P023:
   result = 1
else:
   result = 0","","P023","result = inputs.P023.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Dev. Infonavit","","","","False","False","0.0","","180","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_379_21289af2","hr_payroll.ALW","ALW","Expresión python","if inputs.P025:
   result = 1
else:
   result = 0","","P025","result = inputs.P025.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Devolución x desc. falta","","","","False","False","0.0","","185","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_380_950c9b5d","hr_payroll.ALW","ALW","Expresión python","if inputs.P028:
   result = 1
else:
   result = 0","","P028","result = inputs.P028.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Vacaciones económicas","","","","False","False","0.0","","190","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_381_25724f62","hr_payroll.ALW","ALW","Expresión python","if inputs.P030:
   result = 1
else:
   result = 0","","P030","result = inputs.P030.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Diferencia sueldo qna. anterior","","","","False","False","0.0","","195","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_382_3ed19afc","hr_payroll.ALW","ALW","Expresión python","if inputs.P033:
   result = 1
else:
   result = 0","","P033","result = inputs.P033.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Dev. caja de ahorro","","","","False","False","0.0","","200","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_383_2ed3a24a","hr_payroll.ALW","ALW","Expresión python","if inputs.P034:
   result = 1
else:
   result = 0","","P034","result = inputs.P034.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Préstamo caja de ahorro","","","","False","False","0.0","","205","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_64_51ca39bc","hr_payroll.ALW","ALW","Expresión python","if contract.vale_despensa:
   result = 1
else:
   if inputs.DESP:
      if inputs.DESP.amount > 0:
         result = 1
      else:
         result = 0
   else:
      result = 0","","P036","result = PE036 + PG036

# Tope exento ISR 1 uma por dia
# tope exento IMSS .4 uma por dia","","False","Especie","211.37","","","False","False","contract.wage","0.0","Vale de despensa","","__export__.hr_salary_rule_197_f64ea9e5","__export__.hr_salary_rule_196_a17ebdba","True","False","0.0","","212","Todo el monto","","Código Python","catalogo.percepciones24"
"__export__.hr_salary_rule_178_3964d4db","hr_payroll.ALW","ALW","Expresión python","if inputs.P037:
   if inputs.P037.amount > 0:
      result = 1
   else:
      result = 0","","P037","if inputs.P037:
   if payslip.retardo:
      result = 0
   else:
      result = inputs.P037.amount
else:
   result =0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Bono por desempeño","","","","False","False","0.0","","215","Todo el monto","","Código Python","catalogo.percepciones01"
